fixing non ASCII chars on jmetal...
loading java files...
compiling...
removing aux files...
running...
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	0.095	0.130	0.046	1.503	2.756	5.820	5.550	12.942	6.319	10.309	18.749	18.397	14.159	6.108	15.173	13.657	2.288	0.974	1.022	1.009	1.255
	0.066	0.106	0.023	2.844	3.120	4.363	0.000	9.763	8.047	5.549	19.078	6.069	13.918	10.881	14.454	19.034	2.262	0.973	1.038	1.015	1.351
	0.085	0.059	0.149	2.403	3.038	9.105	2.845	8.924	14.310	4.877	13.922	8.535	12.563	7.698	9.037	29.009	2.323	0.974	1.002	1.031	1.285
	0.165	0.440	0.069	0.000	4.658	4.827	5.481	5.076	7.519	8.128	4.423	8.271	13.509	13.922	9.682	14.441	0.959	3.941	1.006	0.976	1.128
	0.025	0.000	0.000	3.437	2.860	6.872	4.046	3.786	18.000	20.000	15.946	0.000	20.817	11.458	0.000	11.098	0.977	0.977	0.977	7.923	1.665
	1.352	0.035	4.847	0.009	5.803	0.792	5.000	6.313	16.064	11.795	18.099	15.201	8.796	2.609	10.477	26.259	2.314	1.034	0.966	1.046	0.967
	0.111	0.006	3.000	4.000	5.663	6.000	5.171	8.000	9.000	10.000	11.550	16.255	13.000	13.487	12.159	16.000	2.384	0.970	0.971	1.102	1.220
	0.123	0.000	0.077	0.925	3.641	2.913	5.482	6.036	6.502	5.904	2.928	7.923	11.173	22.128	7.370	26.733	0.967	0.967	0.967	8.286	1.194
	0.023	0.010	0.000	0.880	3.905	9.420	5.562	3.689	14.738	14.172	13.503	2.912	17.222	8.881	5.178	29.533	0.982	0.982	5.255	1.092	1.695
	0.029	0.000	0.300	4.000	7.306	11.586	10.179	0.000	9.000	7.023	10.406	6.953	9.675	0.022	25.486	20.903	0.973	0.973	0.973	7.952	1.613
	0.571	2.141	0.025	0.145	0.656	7.333	5.336	12.077	10.103	0.914	21.455	22.593	15.177	1.326	18.048	20.897	2.374	1.010	1.062	0.988	1.011
	0.487	0.326	0.000	4.876	3.237	5.795	7.160	6.378	5.884	14.237	9.364	7.705	9.320	10.754	6.104	5.978	0.961	0.961	6.259	0.984	0.995
	1.000	0.004	0.000	4.000	3.829	8.779	7.000	3.669	3.436	10.000	12.550	15.948	13.000	4.489	12.913	16.000	0.976	0.976	5.669	1.135	0.980
	1.000	2.000	3.000	0.001	4.946	3.119	7.839	8.113	12.869	12.183	15.235	8.908	1.349	8.976	14.087	26.870	2.341	1.115	0.977	0.977	0.980
	0.299	0.620	0.371	0.018	4.735	8.918	7.923	8.902	11.994	8.766	11.069	6.310	13.858	10.781	16.216	18.272	2.306	1.026	0.992	0.986	1.053
	0.005	0.009	0.304	3.571	2.088	2.574	1.476	9.469	6.214	8.733	15.983	7.317	16.038	14.379	16.245	14.809	2.168	0.973	0.989	1.081	2.233
	0.064	0.000	3.243	2.458	4.024	5.852	6.313	8.922	7.629	10.338	10.734	8.310	9.507	9.071	10.999	14.438	0.952	0.952	0.952	8.119	1.339
	0.017	0.141	0.000	0.907	2.356	6.628	9.773	13.684	18.000	9.207	17.058	13.125	20.565	4.142	2.243	32.000	0.990	0.990	5.610	1.025	1.817
	0.156	0.277	0.105	2.158	5.000	3.595	9.614	8.403	9.000	11.981	7.977	5.502	13.301	9.045	12.490	17.226	2.394	0.969	1.005	0.992	1.146
	0.048	2.000	0.003	1.290	1.435	6.465	4.669	14.065	9.000	5.822	16.296	15.187	15.530	14.000	23.156	27.521	2.253	0.986	1.114	0.983	1.454
	0.055	0.155	2.647	0.000	1.891	9.082	3.303	5.850	15.518	11.501	16.948	0.009	12.815	12.914	2.189	29.479	0.983	4.114	0.985	1.018	1.417
	0.032	0.683	0.301	0.000	0.391	1.135	7.785	10.075	5.823	6.539	13.523	9.941	12.981	8.437	11.399	17.064	0.967	3.976	0.988	0.978	1.573
	0.705	0.319	0.022	3.046	2.737	5.300	3.511	8.085	9.256	11.387	13.230	7.043	15.280	9.402	13.790	17.433	2.416	0.972	1.044	0.993	0.984
	0.396	0.231	0.328	0.000	7.221	0.000	3.087	10.731	15.013	15.260	14.524	15.186	3.670	17.912	20.125	23.897	0.989	4.151	1.010	1.018	1.040
	0.235	0.540	0.000	0.066	0.000	1.128	0.000	14.488	9.169	8.891	22.000	24.000	0.000	11.843	9.757	19.413	0.982	0.982	6.242	0.996	1.093
	0.831	0.032	0.000	3.520	4.578	5.976	6.999	6.072	11.508	9.846	6.309	11.580	13.262	13.990	10.988	16.100	0.965	0.965	5.959	1.047	0.974
	0.057	0.052	0.000	0.000	6.640	5.415	10.749	10.322	17.601	15.171	7.219	13.033	11.458	1.845	2.993	29.517	1.690	1.069	1.293	1.045	1.404
	0.227	0.237	0.000	3.769	4.839	6.055	7.485	6.502	10.032	16.639	11.893	8.680	14.185	7.321	18.387	21.318	0.973	0.973	6.089	1.001	1.089
	1.000	0.009	0.000	3.633	9.068	6.000	7.000	12.478	14.464	10.000	19.886	12.000	9.563	28.000	17.871	29.030	0.981	0.981	5.799	1.108	0.985
	0.180	0.039	1.161	0.000	9.470	2.631	3.528	15.308	15.615	7.188	21.558	15.998	8.897	20.846	23.499	22.390	0.979	4.010	0.985	1.050	1.132
	0.064	0.022	0.008	3.135	2.257	4.918	4.655	7.757	5.200	13.667	11.314	9.613	20.133	14.799	10.756	12.571	2.148	0.963	1.047	1.049	1.352
	0.218	0.508	0.173	2.123	7.711	5.382	10.841	11.785	12.338	16.997	7.567	13.965	12.094	5.685	6.647	24.999	2.473	0.982	1.009	0.994	1.101
	0.006	0.013	0.189	0.000	9.024	0.000	1.437	15.931	16.629	17.063	21.266	20.310	0.858	23.071	25.999	30.438	0.997	3.458	1.019	1.092	2.204
	0.156	0.013	0.039	0.552	4.192	5.023	1.939	8.903	15.091	8.329	13.424	12.774	4.804	23.588	20.945	27.947	2.180	0.992	1.035	1.089	1.163
	0.007	0.364	0.000	0.000	1.139	1.745	6.918	9.412	7.504	7.486	13.430	10.656	14.655	9.160	11.101	15.065	0.964	0.964	5.586	0.982	2.118
	0.012	0.000	0.000	4.153	2.894	6.035	7.583	9.411	8.681	10.390	11.884	17.704	21.117	13.997	19.042	15.758	0.979	0.979	0.979	7.753	1.938
	0.070	0.083	1.963	3.866	5.526	5.432	6.776	9.990	9.749	9.164	9.356	9.150	13.166	11.910	16.579	16.630	2.465	0.969	0.971	1.017	1.333
	0.051	0.000	0.071	2.373	6.535	4.968	5.719	3.876	12.769	13.456	8.658	18.522	9.335	15.947	16.238	18.724	0.971	0.971	0.971	8.082	1.427
	0.101	0.189	1.465	1.195	3.393	5.790	7.000	6.966	9.000	7.485	8.906	12.612	11.881	7.250	15.000	16.000	2.450	0.971	0.970	0.997	1.237
	0.519	0.718	0.376	0.503	7.187	2.814	3.347	11.158	13.287	12.137	15.489	16.391	7.579	20.880	19.521	22.699	2.506	0.997	1.005	0.996	1.015
	2.000	4.000	0.014	0.000	7.121	2.178	0.000	13.743	1.013	0.845	12.080	23.072	26.000	26.849	12.069	0.000	0.990	4.273	1.087	0.990	0.990
	0.042	2.000	1.596	2.961	4.265	3.733	10.691	7.083	7.069	7.457	9.125	6.467	10.077	8.521	11.458	10.416	2.561	0.957	0.960	0.957	1.472
	0.251	0.074	0.000	6.566	4.142	0.000	0.000	5.501	4.029	13.871	1.669	0.284	24.215	19.284	1.247	16.432	0.985	0.985	5.928	1.040	1.087
	0.834	0.577	1.433	0.400	4.964	3.826	4.705	5.021	4.004	6.029	7.380	2.329	8.180	9.294	13.084	12.256	2.547	0.973	0.963	0.972	0.966
	0.289	0.000	0.159	3.946	1.484	7.898	4.979	9.135	8.221	8.872	11.952	13.379	15.543	5.525	16.725	11.467	0.967	0.967	0.967	8.490	1.050
	0.176	0.005	0.031	0.000	7.516	7.741	0.000	14.505	18.000	9.979	19.969	1.556	8.438	2.759	0.000	32.000	0.990	3.494	1.045	1.137	1.147
	0.032	0.000	5.999	0.000	5.219	3.527	7.120	0.000	0.000	5.021	13.344	24.000	16.245	20.105	17.610	10.690	0.980	0.980	0.980	7.982	1.586
	0.158	0.199	0.204	3.605	6.471	7.831	8.432	3.567	1.662	6.486	9.871	9.619	15.159	12.887	5.650	23.090	2.443	0.977	1.002	1.007	1.153
	0.196	0.000	2.260	3.268	5.083	4.325	5.299	7.788	12.354	6.448	8.925	11.926	8.062	12.720	10.929	18.994	2.218	0.961	0.961	1.260	1.098
	0.122	0.037	2.608	1.321	3.136	2.190	3.387	9.699	9.459	1.073	11.325	12.011	20.861	9.025	1.484	24.063	2.427	0.986	0.982	1.053	1.210
	0.058	0.459	0.000	4.348	6.390	8.355	4.386	4.332	8.162	10.568	12.522	7.895	14.110	11.393	7.761	17.282	0.970	0.970	5.972	0.986	1.385
	0.358	0.752	0.224	0.876	7.065	3.982	2.640	9.159	12.768	9.313	11.648	9.120	12.835	8.534	21.509	19.928	2.480	0.981	1.000	0.983	1.033
	0.012	0.013	0.063	4.000	4.652	6.001	2.170	8.501	16.000	10.716	13.452	12.877	13.000	21.945	15.830	27.101	2.175	0.983	1.022	1.079	1.917
	0.509	0.921	0.020	4.464	3.032	6.917	7.486	7.169	4.623	11.596	6.112	8.686	19.759	9.718	8.037	6.940	2.457	0.965	1.043	0.972	0.996
	0.280	2.127	0.064	0.075	4.119	4.909	8.386	6.994	7.166	12.780	10.637	13.539	9.759	15.620	16.204	12.178	2.334	0.996	1.016	0.966	1.052
	0.009	0.055	1.770	5.188	2.985	5.887	4.872	7.385	8.123	9.999	8.395	11.977	15.059	8.988	12.379	15.544	2.350	0.961	0.964	1.017	2.006
	0.037	0.329	0.062	0.000	2.162	0.000	0.000	0.000	0.000	0.000	0.000	1.510	26.000	28.000	12.738	5.211	0.993	3.798	1.039	1.013	1.546
	0.989	1.533	3.000	0.000	5.000	4.822	5.374	10.771	9.000	9.594	18.379	3.895	7.739	12.929	5.423	23.385	1.994	1.378	0.978	0.980	0.981
	0.004	0.004	3.000	4.000	4.275	6.000	2.624	8.000	9.000	10.000	11.000	12.000	13.000	21.016	15.000	16.420	2.228	0.976	0.976	1.105	2.317
	0.006	0.003	0.304	5.155	2.974	2.642	11.517	7.922	6.906	12.973	2.964	12.286	8.209	5.456	15.848	10.060	2.153	0.973	0.989	1.116	2.151
	0.012	0.035	0.935	1.689	5.205	5.728	5.773	8.435	11.114	9.524	11.579	12.370	12.740	14.576	13.033	16.774	2.279	0.975	0.979	1.040	1.906
	0.174	0.582	0.767	1.297	3.708	5.681	5.520	7.135	8.316	10.198	9.375	10.345	9.508	18.195	9.957	16.072	2.499	0.965	0.970	0.973	1.119
	0.935	1.958	0.074	4.032	4.655	6.411	3.910	8.763	8.937	14.768	7.755	7.181	8.328	10.191	9.401	11.100	2.572	0.951	1.000	0.952	0.955
	0.012	0.000	0.000	0.000	6.202	7.848	7.259	8.226	17.235	16.560	21.165	5.142	14.793	4.157	14.533	30.400	0.986	0.986	0.986	7.769	1.931
	0.166	0.000	0.197	0.000	1.634	6.913	10.852	0.000	9.303	0.000	6.262	17.151	9.015	11.434	30.000	32.000	0.978	0.978	0.978	8.369	1.146
	0.151	0.643	0.000	0.000	3.826	6.974	5.985	6.467	5.159	9.578	10.924	11.595	14.340	15.111	17.099	28.560	0.974	0.974	6.188	0.985	1.159
	0.065	0.128	0.599	1.701	2.575	1.999	2.352	13.395	13.906	9.172	16.149	19.296	4.400	14.728	9.191	22.251	2.403	0.986	0.995	1.022	1.368
	0.388	1.480	1.077	0.008	3.709	7.869	4.848	8.662	8.005	13.469	18.633	3.368	12.288	11.717	5.645	21.051	2.367	1.045	0.982	0.978	1.027
	0.002	2.000	2.044	0.000	1.482	6.000	7.000	8.310	10.738	0.514	15.698	17.015	11.277	17.732	20.707	16.000	1.965	1.163	0.984	0.983	2.599
	0.257	0.052	1.988	0.910	3.217	4.329	7.385	8.763	8.343	11.679	10.239	7.962	20.513	12.007	15.807	14.588	2.436	0.974	0.970	1.031	1.066
	0.243	0.347	0.401	3.727	4.781	5.227	5.593	8.752	5.964	9.677	8.097	7.897	20.535	16.729	17.446	10.361	2.514	0.965	0.982	0.985	1.071
	0.078	1.470	0.437	0.067	6.544	8.012	10.218	3.425	11.552	0.000	13.832	7.001	6.150	19.355	20.906	9.990	2.359	1.014	0.998	0.985	1.318
	1.000	0.078	0.000	0.000	7.250	9.458	8.449	7.196	0.000	15.897	14.112	23.171	22.732	8.442	13.510	18.386	0.983	0.983	6.157	1.038	0.987
	1.059	0.169	0.246	1.530	4.423	1.209	3.945	4.707	8.095	4.408	11.672	8.221	19.373	10.356	22.291	20.421	2.488	0.974	0.995	1.006	0.973
	0.164	0.002	3.000	1.244	3.681	4.971	7.751	8.000	9.000	10.000	7.506	6.616	13.000	7.940	3.299	16.000	2.302	0.973	0.970	1.145	1.139
	0.241	0.004	0.044	0.000	7.916	7.063	0.000	16.000	18.000	6.061	21.701	0.000	3.320	0.000	0.000	32.000	0.995	3.543	1.044	1.148	1.102

Covariance:
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	0.125	0.117	0.077	-0.046	0.027	-0.161	-0.078	-0.060	-0.322	-0.018	-0.129	-0.102	-0.283	-0.148	-0.067	-0.660	0.065	0.012	-0.023	-0.145	-0.158
	0.117	0.453	0.040	-0.346	-0.127	-0.065	0.066	-0.148	-0.673	-0.321	-0.015	-0.101	-0.734	0.135	0.134	-1.304	0.123	0.110	-0.120	-0.469	-0.122
	0.077	0.040	1.481	-0.158	0.010	-0.138	0.054	-0.206	-0.395	-1.441	-0.189	0.748	-0.903	-0.321	-0.219	-1.037	0.136	0.035	-0.779	0.662	-0.097
	-0.046	-0.346	-0.158	3.998	-0.173	0.178	0.742	-0.505	-1.601	0.733	-2.724	0.018	1.893	-0.342	-0.545	-4.356	-0.038	-1.166	0.701	1.967	0.289
	0.027	-0.127	0.010	-0.173	3.659	-0.284	0.612	0.701	2.638	2.391	0.324	1.513	-1.903	1.827	2.604	3.333	-0.051	0.200	-0.081	-0.164	-0.070
	-0.161	-0.065	-0.138	0.178	-0.284	6.704	0.837	-0.757	0.915	-1.103	2.743	-0.914	2.886	-4.714	-0.383	3.097	-0.034	-0.165	0.515	-0.507	0.235
	-0.078	0.066	0.054	0.742	0.612	0.837	8.854	-2.315	-1.227	-0.033	-4.072	-0.179	0.378	-3.401	1.027	-4.167	-0.065	-0.346	0.181	0.650	0.231
	-0.060	-0.148	-0.206	-0.505	0.701	-0.757	-2.315	10.633	4.436	1.260	7.569	4.185	-0.601	-0.614	4.984	8.848	0.102	0.125	-0.061	-1.031	-0.085
	-0.322	-0.673	-0.395	-1.601	2.638	0.915	-1.227	4.436	16.931	5.016	5.553	-0.633	-2.566	-2.464	-0.645	16.985	-0.114	0.361	-0.539	-0.407	0.215
	-0.018	-0.321	-1.441	0.733	2.391	-1.103	-0.033	1.260	5.016	18.676	2.475	1.185	-1.546	0.283	-2.750	4.343	-0.101	-0.004	0.668	-0.925	0.034
	-0.129	-0.015	-0.189	-2.724	0.324	2.743	-4.072	7.569	5.553	2.475	22.376	5.388	-1.533	-1.684	6.152	13.333	0.054	0.847	-0.629	-1.965	-0.013
	-0.102	-0.101	0.748	0.018	1.513	-0.914	-0.179	4.185	-0.633	1.185	5.388	26.209	-4.988	5.880	14.683	2.616	-0.030	-0.417	-0.163	1.062	0.308
	-0.283	-0.734	-0.903	1.893	-1.903	2.886	0.378	-0.601	-2.566	-1.546	-1.533	-4.988	26.028	-2.801	-5.081	-4.085	-0.321	-0.273	1.088	0.115	0.394
	-0.148	0.135	-0.321	-0.342	1.827	-4.714	-3.401	-0.614	-2.464	0.283	-1.684	5.880	-2.801	32.540	7.648	-6.387	-0.040	0.230	0.077	-0.571	0.086
	-0.067	0.134	-0.219	-0.545	2.604	-0.383	1.027	4.984	-0.645	-2.750	6.152	14.683	-5.081	7.648	35.108	3.874	0.068	0.160	-0.732	-0.256	0.191
	-0.660	-1.304	-1.037	-4.356	3.333	3.097	-4.167	8.848	16.985	4.343	13.333	2.616	-4.085	-6.387	3.874	54.673	-0.309	1.187	-0.090	-2.507	0.024
	0.065	0.123	0.136	-0.038	-0.051	-0.034	-0.065	0.102	-0.114	-0.101	0.054	-0.030	-0.321	-0.040	0.068	-0.309	0.347	-0.259	-0.416	-0.487	-0.135
	0.012	0.110	0.035	-1.166	0.200	-0.165	-0.346	0.125	0.361	-0.004	0.847	-0.417	-0.273	0.230	0.160	1.187	-0.259	1.335	-0.618	-0.721	-0.117
	-0.023	-0.120	-0.779	0.701	-0.081	0.515	0.181	-0.061	-0.539	0.668	-0.629	-0.163	1.088	0.077	-0.732	-0.090	-0.416	-0.618	3.328	-1.095	0.013
	-0.145	-0.469	0.662	1.967	-0.164	-0.507	0.650	-1.031	-0.407	-0.925	-1.965	1.062	0.115	-0.571	-0.256	-2.507	-0.487	-0.721	-1.095	5.894	0.364
	-0.158	-0.122	-0.097	0.289	-0.070	0.235	0.231	-0.085	0.215	0.034	-0.013	0.308	0.394	0.086	0.191	0.024	-0.135	-0.117	0.013	0.364	0.661

Pearsons Correlation:
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	1.000	0.491	0.179	-0.065	0.039	-0.176	-0.074	-0.052	-0.222	-0.012	-0.077	-0.056	-0.157	-0.073	-0.032	-0.253	0.314	0.029	-0.035	-0.170	-0.550
	0.491	1.000	0.049	-0.257	-0.098	-0.037	0.033	-0.067	-0.243	-0.111	-0.005	-0.029	-0.214	0.035	0.034	-0.262	0.311	0.142	-0.098	-0.287	-0.223
	0.179	0.049	1.000	-0.065	0.004	-0.044	0.015	-0.052	-0.079	-0.274	-0.033	0.120	-0.145	-0.046	-0.030	-0.115	0.189	0.025	-0.351	0.224	-0.098
	-0.065	-0.257	-0.065	1.000	-0.045	0.034	0.125	-0.077	-0.195	0.085	-0.288	0.002	0.186	-0.030	-0.046	-0.295	-0.032	-0.505	0.192	0.405	0.178
	0.039	-0.098	0.004	-0.045	1.000	-0.057	0.107	0.112	0.335	0.289	0.036	0.154	-0.195	0.167	0.230	0.236	-0.045	0.091	-0.023	-0.035	-0.045
	-0.176	-0.037	-0.044	0.034	-0.057	1.000	0.109	-0.090	0.086	-0.099	0.224	-0.069	0.218	-0.319	-0.025	0.162	-0.022	-0.055	0.109	-0.081	0.112
	-0.074	0.033	0.015	0.125	0.107	0.109	1.000	-0.239	-0.100	-0.003	-0.289	-0.012	0.025	-0.200	0.058	-0.189	-0.037	-0.101	0.033	0.090	0.095
	-0.052	-0.067	-0.052	-0.077	0.112	-0.090	-0.239	1.000	0.331	0.089	0.491	0.251	-0.036	-0.033	0.258	0.367	0.053	0.033	-0.010	-0.130	-0.032
	-0.222	-0.243	-0.079	-0.195	0.335	0.086	-0.100	0.331	1.000	0.282	0.285	-0.030	-0.122	-0.105	-0.026	0.558	-0.047	0.076	-0.072	-0.041	0.064
	-0.012	-0.111	-0.274	0.085	0.289	-0.099	-0.003	0.089	0.282	1.000	0.121	0.054	-0.070	0.011	-0.107	0.136	-0.040	-0.001	0.085	-0.088	0.010
	-0.077	-0.005	-0.033	-0.288	0.036	0.224	-0.289	0.491	0.285	0.121	1.000	0.222	-0.064	-0.062	0.219	0.381	0.019	0.155	-0.073	-0.171	-0.003
	-0.056	-0.029	0.120	0.002	0.154	-0.069	-0.012	0.251	-0.030	0.054	0.222	1.000	-0.191	0.201	0.484	0.069	-0.010	-0.070	-0.017	0.085	0.074
	-0.157	-0.214	-0.145	0.186	-0.195	0.218	0.025	-0.036	-0.122	-0.070	-0.064	-0.191	1.000	-0.096	-0.168	-0.108	-0.107	-0.046	0.117	0.009	0.095
	-0.073	0.035	-0.046	-0.030	0.167	-0.319	-0.200	-0.033	-0.105	0.011	-0.062	0.201	-0.096	1.000	0.226	-0.151	-0.012	0.035	0.007	-0.041	0.018
	-0.032	0.034	-0.030	-0.046	0.230	-0.025	0.058	0.258	-0.026	-0.107	0.219	0.484	-0.168	0.226	1.000	0.088	0.019	0.023	-0.068	-0.018	0.040
	-0.253	-0.262	-0.115	-0.295	0.236	0.162	-0.189	0.367	0.558	0.136	0.381	0.069	-0.108	-0.151	0.088	1.000	-0.071	0.139	-0.007	-0.140	0.004
	0.314	0.311	0.189	-0.032	-0.045	-0.022	-0.037	0.053	-0.047	-0.040	0.019	-0.010	-0.107	-0.012	0.019	-0.071	1.000	-0.381	-0.387	-0.340	-0.281
	0.029	0.142	0.025	-0.505	0.091	-0.055	-0.101	0.033	0.076	-0.001	0.155	-0.070	-0.046	0.035	0.023	0.139	-0.381	1.000	-0.293	-0.257	-0.125
	-0.035	-0.098	-0.351	0.192	-0.023	0.109	0.033	-0.010	-0.072	0.085	-0.073	-0.017	0.117	0.007	-0.068	-0.007	-0.387	-0.293	1.000	-0.247	0.009
	-0.170	-0.287	0.224	0.405	-0.035	-0.081	0.090	-0.130	-0.041	-0.088	-0.171	0.085	0.009	-0.041	-0.018	-0.140	-0.340	-0.257	-0.247	1.000	0.185
	-0.550	-0.223	-0.098	0.178	-0.045	0.112	0.095	-0.032	0.064	0.010	-0.003	0.074	0.095	0.018	0.040	0.004	-0.281	-0.125	0.009	0.185	1.000

Spearmans Correlation:
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	1.000	0.463	0.185	-0.173	0.021	-0.170	-0.086	-0.023	-0.140	-0.022	-0.034	-0.117	-0.207	-0.067	-0.051	-0.118	0.275	0.063	-0.062	-0.439	-0.993
	0.463	1.000	0.043	-0.375	-0.090	0.045	-0.009	-0.025	-0.149	-0.023	0.043	-0.137	-0.192	0.011	-0.047	-0.102	0.346	0.305	0.177	-0.974	-0.463
	0.185	0.043	1.000	-0.182	0.054	-0.136	-0.024	-0.023	-0.007	-0.256	0.025	0.062	-0.229	-0.038	0.011	-0.091	0.236	0.157	-0.803	-0.039	-0.198
	-0.173	-0.375	-0.182	1.000	-0.034	0.043	0.105	-0.038	-0.155	0.059	-0.260	0.038	0.135	-0.020	0.004	-0.264	-0.006	-0.725	-0.018	0.334	0.162
	0.021	-0.090	0.054	-0.034	1.000	0.006	0.198	0.073	0.314	0.212	0.009	0.122	-0.115	0.095	0.210	0.212	0.018	0.108	0.002	0.087	-0.007
	-0.170	0.045	-0.136	0.043	0.006	1.000	0.109	-0.013	0.131	-0.014	0.220	-0.022	0.270	-0.200	0.013	0.184	0.057	0.028	0.209	-0.036	0.168
	-0.086	-0.009	-0.024	0.105	0.198	0.109	1.000	-0.206	-0.056	0.016	-0.258	0.052	0.033	-0.102	0.106	-0.137	-0.081	-0.030	-0.024	0.008	0.094
	-0.023	-0.025	-0.023	-0.038	0.073	-0.013	-0.206	1.000	0.352	0.052	0.439	0.197	0.114	-0.084	0.225	0.373	0.145	0.145	0.127	0.065	0.046
	-0.140	-0.149	-0.007	-0.155	0.314	0.131	-0.056	0.352	1.000	0.225	0.231	0.030	-0.019	-0.094	0.048	0.516	0.128	0.213	0.071	0.171	0.157
	-0.022	-0.023	-0.256	0.059	0.212	-0.014	0.016	0.052	0.225	1.000	0.107	0.031	-0.030	-0.010	-0.113	0.096	0.105	0.053	0.239	0.016	0.036
	-0.034	0.043	0.025	-0.260	0.009	0.220	-0.258	0.439	0.231	0.107	1.000	0.196	0.037	-0.047	0.218	0.345	0.191	0.345	0.138	0.029	0.056
	-0.117	-0.137	0.062	0.038	0.122	-0.022	0.052	0.197	0.030	0.031	0.196	1.000	-0.113	0.169	0.441	0.079	0.062	0.043	0.011	0.181	0.135
	-0.207	-0.192	-0.229	0.135	-0.115	0.270	0.033	0.114	-0.019	-0.030	0.037	-0.113	1.000	-0.048	-0.054	-0.018	-0.011	0.033	0.213	0.193	0.224
	-0.067	0.011	-0.038	-0.020	0.095	-0.200	-0.102	-0.084	-0.094	-0.010	-0.047	0.169	-0.048	1.000	0.165	-0.159	-0.001	0.068	0.089	0.007	0.077
	-0.051	-0.047	0.011	0.004	0.210	0.013	0.106	0.225	0.048	-0.113	0.218	0.441	-0.054	0.165	1.000	0.109	0.092	0.151	0.041	0.095	0.072
	-0.118	-0.102	-0.091	-0.264	0.212	0.184	-0.137	0.373	0.516	0.096	0.345	0.079	-0.018	-0.159	0.109	1.000	0.134	0.308	0.221	0.142	0.142
	0.275	0.346	0.236	-0.006	0.018	0.057	-0.081	0.145	0.128	0.105	0.191	0.062	-0.011	-0.001	0.092	0.134	1.000	0.109	-0.038	-0.302	-0.249
	0.063	0.305	0.157	-0.725	0.108	0.028	-0.030	0.145	0.213	0.053	0.345	0.043	0.033	0.068	0.151	0.308	0.109	1.000	0.084	-0.234	-0.027
	-0.062	0.177	-0.803	-0.018	0.002	0.209	-0.024	0.127	0.071	0.239	0.138	0.011	0.213	0.089	0.041	0.221	-0.038	0.084	1.000	-0.149	0.092
	-0.439	-0.974	-0.039	0.334	0.087	-0.036	0.008	0.065	0.171	0.016	0.029	0.181	0.193	0.007	0.095	0.142	-0.302	-0.234	-0.149	1.000	0.451
	-0.993	-0.463	-0.198	0.162	-0.007	0.168	0.094	0.046	0.157	0.036	0.056	0.135	0.224	0.077	0.072	0.142	-0.249	-0.027	0.092	0.451	1.000

Kendalls Correlation:
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	1.000	0.346	0.136	-0.111	0.017	-0.117	-0.058	-0.017	-0.095	-0.011	-0.022	-0.075	-0.135	-0.043	-0.030	-0.083	0.192	0.054	-0.039	-0.307	-0.958
	0.346	1.000	0.036	-0.260	-0.062	0.027	-0.003	-0.019	-0.101	-0.018	0.029	-0.088	-0.129	0.014	-0.024	-0.073	0.246	0.229	0.135	-0.881	-0.342
	0.136	0.036	1.000	-0.129	0.032	-0.091	-0.015	-0.015	-0.007	-0.175	0.016	0.048	-0.154	-0.024	0.008	-0.068	0.184	0.129	-0.694	-0.034	-0.143
	-0.111	-0.260	-0.129	1.000	-0.021	0.031	0.075	-0.023	-0.114	0.046	-0.187	0.030	0.100	-0.013	0.002	-0.191	0.028	-0.563	-0.005	0.225	0.103
	0.017	-0.062	0.032	-0.021	1.000	0.005	0.155	0.052	0.221	0.150	0.012	0.087	-0.077	0.065	0.154	0.155	0.016	0.067	0.004	0.056	-0.006
	-0.117	0.027	-0.091	0.031	0.005	1.000	0.080	-0.005	0.088	-0.001	0.159	-0.011	0.197	-0.137	0.007	0.128	0.041	0.026	0.134	-0.019	0.114
	-0.058	-0.003	-0.015	0.075	0.155	0.080	1.000	-0.137	-0.035	0.015	-0.173	0.044	0.027	-0.067	0.085	-0.091	-0.044	-0.015	-0.012	0.004	0.067
	-0.017	-0.019	-0.015	-0.023	0.052	-0.005	-0.137	1.000	0.249	0.039	0.322	0.146	0.091	-0.063	0.162	0.267	0.097	0.104	0.089	0.045	0.034
	-0.095	-0.101	-0.007	-0.114	0.221	0.088	-0.035	0.249	1.000	0.155	0.160	0.025	-0.010	-0.066	0.048	0.381	0.078	0.155	0.058	0.115	0.106
	-0.011	-0.018	-0.175	0.046	0.150	-0.001	0.015	0.039	0.155	1.000	0.080	0.023	-0.024	-0.006	-0.079	0.064	0.071	0.043	0.161	0.010	0.021
